"Freq [MHz]","dB(S(1,1)) []","dB(S(can_1,can_1)) []","dB(S(can_2,can_2)) []","dB(S(can_3,can_3)) []","dB(S(can_4,can_4)) []","dB(S(can_5,can_5)) []","dB(S(can_6,can_6)) []","dB(S(T1,T1)) []","dB(S(T2,T2)) []","dB(S(T3,T3)) []","dB(S(T4,T4)) []","dB(S(T5,T5)) []","dB(S(T6,T6)) []"
867.555555555556,-14.1093126141877,-2.11206251179772,-2.69788113283146,-2.69164665737681,-2.32360504683259,-2.62366233377021,-2.67475062040916,-0.86662746589513,-0.769682269464048,-0.795751771743187,-0.654860581512452,-0.671243339147021,-0.653206382298324
867.777777777778,-14.1095033117096,-2.1348368087942,-2.73359400566883,-2.7276352874425,-2.38904497386841,-2.71621087474009,-2.76861297451771,-0.855862050203655,-0.766169053834876,-0.791041418310077,-0.656822029472486,-0.671256800979036,-0.652342968557881
868,-14.1103401780189,-2.15861345525524,-2.76981878264609,-2.76400496235198,-2.45323284965741,-2.80282489464094,-2.85600487253293,-0.837722237186294,-0.756559887814437,-0.778954883896859,-0.65887138054895,-0.670868265160772,-0.650824369230801
868.222222222222,-14.1116092400955,-2.18360023220002,-2.80659378887637,-2.80085366325311,-2.51454388697721,-2.88047657168584,-2.93426476852197,-0.816076540455676,-0.74211218975852,-0.761645482351344,-0.661253298159169,-0.670664902633121,-0.649257259925571
868.444444444444,-14.1130855542712,-2.20991823832459,-2.84395312630911,-2.83824569041776,-2.5715683217721,-2.94757603153119,-3.00231868363886,-0.794806510658526,-0.725004811108651,-0.742110070478908,-0.664233114589162,-0.67120494100765,-0.648242419772727
868.666666666667,-14.1145518346313,-2.23759889818144,-2.88192732329466,-2.87622928450789,-2.6233314588763,-3.00404527179277,-3.06054240273509,-0.776780868440252,-0.707746297627513,-0.723261770438331,-0.668076334785011,-0.672962090439481,-0.648302911952763
868.888888888889,-14.1158116155149,-2.26659710547451,-2.92054392730329,-2.91484528381465,-2.66942427021563,-3.05099105202774,-3.11029770493488,-0.763585975562365,-0.692545347059905,-0.707276343151455,-0.673033111006154,-0.676303198936603,-0.649848181643232
869.111111111111,-14.1166969913528,-2.29681322434356,-2.95982805473764,-2.95413127818395,-2.71001113177087,-3.09019962798269,-3.15340555134306,-0.755779033092225,-0.680932210613636,-0.695408177264564,-0.679329407553219,-0.681492673620296,-0.653170845901534
869.333333333333,-14.1170717794912,-2.32811641662519,-2.99980291029953,-2.99412362641577,-2.74572771527699,-3.12366675218331,-3.19173360261335,-0.753293343508343,-0.673702497146764,-0.688145154536725,-0.687164763082036,-0.68871256468751,-0.658464784884766
869.555555555556,-14.1168312940131,-2.36036413825858,-3.04049028887591,-3.03485849252019,-2.77751614197567,-3.15327347053916,-3.22695224036515,-0.755777081750996,-0.671073635086432,-0.685481887573656,-0.696715345594408,-0.69808830407271,-0.665852494672314
869.777777777778,-14.1158999221261,-2.39341563278172,-3.08191107460923,-3.07637245294243,-2.80645187872962,-3.18061933349062,-3.2604334884459,-0.762808901836617,-0.672906248940976,-0.687165722490526,-0.70814052993876,-0.709713606587862,-0.675413078737283
870,-14.1142275074637,-2.42713950184422,-3.12408575439081,-3.11870294061439,-2.83360194740519,-3.20697340008053,-3.29324144537251,-0.774011576529883,-0.678896035228727,-0.692865829552843,-0.721591346939158,-0.723671498350373,-0.687206384941348
870.222222222222,-14.1117852878728,-2.46141658573449,-3.16703496641412,-3.16188865810873,-2.8599312373073,-3.2332939469923,-3.32616864166057,-0.789101356045532,-0.688704669893377,-0.702270464614886,-0.737219582465663,-0.740050813784184,-0.701291914001505
870.444444444444,-14.1085618859744,-2.49613967956766,-3.21078010876264,-3.20597003059891,-2.88625522225355,-3.26027859276106,-3.35978823028732,-0.807903199521803,-0.702034894218177,-0.715134512981871,-0.755186807150042,-0.758958759012775,-0.717742896406455
870.666666666667,-14.104559646366,-2.53121144551804,-3.25534403846545,-3.25098974170684,-2.91322778070029,-3.28842140071375,-3.39450585719219,-0.830350729614414,-0.71866682146581,-0.731298118542649,-0.775673053047755,-0.780530614105877,-0.736656671452788
870.888888888889,-14.0997914640768,-2.56654158485579,-3.30075189821557,-3.29699338365716,-2.9413507955454,-3.3180652997134,-3.43060432537776,-0.856481208087818,-0.738471675631686,-0.750690867546028,-0.798885171704005,-0.804937696204626,-0.758162638885172
871.111111111111,-14.0942781503088,-2.60204410322335,-3.34703211606324,-3.34403024854062,-2.97099439012322,-3.34944551222909,-3.46827929011673,-0.886430647004149,-0.761414514453326,-0.773330198027902,-0.825065114410844,-0.832394580761378,-0.782428923391679
871.333333333333,-14.0880463232132,-2.6376354441659,-3.39421763258355,-3.39215428481818,-3.00242015139459,-3.38272353829837,-3.50766661609187,-0.92043140358223,-0.787553048152492,-0.79931876292961,-0.85449850017937,-0.863166420166341,-0.809668691244382
871.555555555556,-14.0811267823735,-2.67323444679459,-3.44234741923924,-3.44142523843031,-3.03580288362699,-3.4180129206694,-3.54886289981974,-0.958813285064018,-0.817036553738932,-0.828843163586402,-0.887523914744584,-0.897577073732492,-0.84014688115049
871.777777777778,-14.0735533164287,-2.70876556856779,-3.4914683583292,-3.4919099861989,-3.07124875265476,-3.45539852479588,-3.59194079861272,-1.00200865716562,-0.850107022193305,-0.862175259288483,-0.924543444614333,-0.936018694669044,-0.874187993374015
872,-14.0653618970359,-2.74416766004636,-3.54163755342496,-3.54368404329316,-3.10880912318538,-3.49495103867121,-3.63696065113337,-1.05056192949964,-0.887103687818007,-0.899676708142776,-0.966035016722073,-0.978963414071684,-0.912185530069499
872.222222222222,-14.0565902248333,-2.77941173689507,-3.59292511821357,-3.59683317423543,-3.14849017466847,-3.53673817546139,-3.68397964575001,-1.10514388886068,-0.92847163204713,-0.941807219697836,-1.0125672040786,-1.02697781947375,-0.954613693565035
872.444444444444,-14.0472776121322,-2.81453221681241,-3.64541742939924,-3.65145493804356,-3.19025874249672,-3.58083381401538,-3.73305959220622,-1.16657157665054,-0.974774985722861,-0.989137038524468,-1.06481728543617,-1.0807410478404,-1.0020420256663
872.666666666667,-14.0374652126471,-2.84967547094318,-3.69922068570855,-3.7076598198482,-3.23404495870138,-3.62732611049018,-3.7842742210566,-1.2358347286694,-1.02671521891278,-1.04236434704068,-1.12359352662366,-1.1410675064308,-1.05515381142568
872.888888888889,-14.0271966425021,-2.88516375562821,-3.75446432006008,-3.76557129301712,-3.27974228700469,-3.67632548302157,-3.83771688997031,-1.31413021642596,-1.08515501063423,-1.10233853825094,-1.18986289940344,-1.20893551274359,-1.1147692826482
873.111111111111,-14.0165190830283,-2.92155610790552,-3.81130325160456,-3.82532364587288,-3.32720553876373,-3.7279733119959,-3.89350962341891,-1.40290647391706,-1.15114818368931,-1.17009065152896,-1.26478579168781,-1.28552352833301,-1.18187495442968
873.333333333333,-14.0054850212456,-2.95965840165832,-3.86991697434324,-3.88705561144349,-3.37624746196967,-3.7824521964892,-3.95181455481928,-1.50392060685188,-1.22597617838602,-1.24687268142529,-1.34975971935699,-1.37225618302637,-1.25766083592206
873.555555555556,-13.9941548787785,-3.00040971460632,-3.9305018793789,-3.95089670477037,-3.42663453473821,-3.83999862329197,-4.01284906713467,-1.61931182916386,-1.31119161729572,-1.33420794636635,-1.44647466399959,-1.4708629928021,-1.34356780933863
873.777777777778,-13.982600919239,-3.04460276311534,-3.99325096202169,-4.01694180914999,-3.47808267046355,-3.90091884039192,-4.07690618331042,-1.75169615146151,-1.40866991064748,-1.43395519694503,-1.55698348685274,-1.5834536328575,-1.44134821896565
874,-13.9709130269747,-3.0925257618802,-4.05831272621431,-4.08520853064499,-3.53025364237833,-3.9656083422459,-4.14438185467361,-1.90428900126888,-1.52067095720353,-1.5483895529006,-1.68379198246065,-1.71261493180395,-1.55314372512305
874.222222222222,-13.9592072344288,-3.14375747883197,-4.12572071993685,-4.1555727238586,-3.58275313446943,-4.03457410214343,-4.21581020254421,-2.08106490401398,-1.64991528481649,-1.68030352008279,-1.82997464198251,-1.86153653897051,-1.68158585561596
874.444444444444,-13.9476382352054,-3.19729913072401,-4.1952913959651,-4.22768350685517,-3.63513138251378,-4.10845523663801,-4.29190511455517,-2.28696684452823,-1.79968277286123,-1.83313112042135,-1.99932424707899,-2.03417468225638,-1.82992656916681
874.666666666667,-13.9364174529308,-3.25196108522108,-4.2665076734402,-4.30087424504853,-3.68688732955087,-4.18802938914762,-4.3735986091878,-2.52818304420346,-1.97394721326115,-2.01109790463215,-2.19654623317771,-2.23546687587172,-2.00220873186958
874.888888888889,-13.9258381350355,-3.3067346484515,-4.33844078352791,-4.37411165447993,-3.73747702496901,-4.27417342337777,-4.46204599651106,-2.81251666244995,-2.17756548571868,-2.21940132600718,-2.42751268495742,-2.47161532055209,-2.20348999210973
875.111111111111,-13.9163071476475,-3.36096507426439,-4.40979525807841,-4.44604995022845,-3.78632659526122,-4.36770991233837,-4.55852249929135,-3.14988629733049,-2.41654482138581,-2.46443541739482,-2.69959640119531,-2.75046383058007,-2.44013856628329
875.333333333333,-13.9083762974754,-3.41433572242222,-4.47914319018595,-4.51524846791474,-3.83284948895576,-4.46901175998553,-4.66405347476793,-3.5530159108169,-2.6984151269629,-2.75410095588571,-3.02211361262592,-3.08200376648732,-2.72022662455534
875.555555555556,-13.9027464802597,-3.46676560871224,-4.54530620615074,-4.580534181609,-3.87646689035775,-4.57719190604509,-4.77853021798614,-4.03840962439015,-3.03273733125843,-3.09829231767309,-3.40691629811275,-3.47906114764488,-3.05405748575227
875.777777777778,-13.9001736228828,-3.51830298690463,-4.60770501058097,-4.64136647484677,-3.91662934180596,-4.68884019183772,-4.89916312179985,-4.62777562789009,-3.43178714849876,-3.50970082592826,-3.86919464654676,-3.95824473131527,-3.45487882153193
876,-13.9011374109136,-3.56904847081736,-4.66647587285552,-4.69800166925951,-3.95283698528345,-4.79693658939769,-5.01889321734072,-5.35019757245238,-3.91147162320468,-4.00506328279249,-4.42858262188108,-4.54128311134245,-3.93985947837444
876.222222222222,-13.905134789295,-3.619109625088,-4.72230727145014,-4.75135643116029,-3.98465594683742,-4.89174189576215,-5.12690605766078,-6.24562243657994,-4.4925683135327,-4.60690487565975,-5.11071439481187,-5.25696720751776,-4.53144965244455
876.444444444444,-13.9098247224431,-3.66857804737179,-4.77613058286948,-4.80266207751252,-4.01173032075877,-4.96519954341177,-5.21330561111238,-7.37079896048403,-5.20242769861821,-5.34582009891451,-5.94946918508829,-6.14407906813722,-5.25931531735655
876.666666666667,-13.9111005153596,-3.71751962921743,-4.82884032714739,-4.85310559953327,-4.03379556775593,-5.01625369020091,-5.27522083865084,-8.81002991153942,-6.0773422326774,-6.26356758200507,-6.99026123692643,-7.25597954783719,-6.16315129912114
876.888888888889,-13.9051308069199,-3.76597139608576,-4.88113404255383,-4.90359923791643,-4.05071652312198,-5.05128605040633,-5.31782294381421,-10.6957801277668,-7.1657882173444,-7.41763394693803,-8.29471679909462,-8.66790305388592,-7.29680128857463
877.111111111111,-13.8908946871039,-3.81394093938463,-4.93346550898341,-4.95470258189456,-4.06261659252678,-5.07912146786456,-5.34949040568622,-13.2478672901184,-8.53224596554128,-8.88792619680395,-9.94578210113329,-10.4873951414158,-8.73386906357793
877.333333333333,-13.8703363008091,-3.86140621462018,-4.98606313796039,-5.00664572555651,-4.07025274464363,-5.10621064338327,-5.3769018112474,-16.8039654589333,-10.25783967831,-10.78324596355,-12.0425213866518,-12.8571861503648,-10.5718025728011
877.555555555556,-13.8464074661862,-3.90831449101363,-5.03896825317617,-5.05939046200943,-4.07585173121626,-5.13528835118435,-5.4034417465325,-20.9919742318806,-12.4139494640427,-13.2204617015013,-14.6109859010323,-15.8390612938999,-12.9084010620756
877.777777777778,-13.8214517969712,-3.95457977535542,-5.09206518100439,-5.11268722313961,-4.08407989631742,-5.166321453363,-5.42986907128034,-20.2401580870009,-14.8794733151021,-16.0759369346298,-17.0575147671556,-18.4519685288204,-15.6198527326667
878,-13.7968132419473,-4.00007835746606,-5.14508881970557,-5.16610902083211,-4.1006271024438,-5.19785208851131,-5.45547311763018,-16.0647838081939,-16.6263182177774,-17.7865341616829,-17.2697337247374,-17.6473348371332,-17.3686784682498
878.222222222222,-13.7730897350063,-4.04464248878626,-5.19760241330711,-5.21906013935086,-4.12610135203458,-5.22797924420321,-5.47896657629971,-12.8559361232407,-15.893717169458,-16.2081438029263,-15.0410730901322,-14.6821254945545,-16.125514849333
878.444444444444,-13.7504675369485,-4.0880529344282,-5.24894381833816,-5.27077027380719,-4.15372344566644,-5.25497530685514,-5.49906310572359,-10.568434147232,-13.6015331836669,-13.4455825975135,-12.5455576607403,-12.0281556626637,-13.5167450857474
878.666666666667,-13.7289503093414,-4.13003274265824,-5.2981566605978,-5.32030335937294,-4.17723831297245,-5.27771186184857,-5.51487800214051,-8.88457625086423,-11.3532300647212,-11.0937708501894,-10.5040714229476,-9.99013415231062,-11.1850854980836
878.888888888889,-13.7084839179438,-4.17024782132699,-5.34398454706743,-5.36664336623317,-4.1957612362556,-5.29602225203721,-5.52627252526254,-7.60686089179155,-9.52756043275824,-9.28377503237624,-8.90805080532386,-8.43300863215704,-9.35470402547907
879.111111111111,-13.6890144864813,-4.20832558065068,-5.38515087849568,-5.40895890701667,-4.21149498794695,-5.31104554957684,-5.53420167599885,-6.61189519928247,-8.09073413947353,-7.89553462659489,-7.64780195640303,-7.22330026065766,-7.93458167043913
879.333333333333,-13.6705032497985,-4.24391047066122,-5.42127538529197,-5.4471262164463,-4.2272499871971,-5.32552016220817,-5.54105935830772,-5.81583319223068,-6.95664049027407,-6.81347991997056,-6.62512850383258,-6.26197735948535,-6.81799558372779
879.555555555556,-13.6528924397424,-4.27677917698933,-5.45428640186948,-5.48235441112856,-4.24572684370377,-5.34391862737249,-5.55093617206687,-5.15841469763729,-6.05061939628435,-5.94927754452927,-5.77086762647808,-5.4755724107822,-5.9184544399009
879.777777777778,-13.6359658017602,-4.30702239841261,-5.4885803198008,-5.51730771026594,-4.26955928802423,-5.37223043184986,-5.56960399438012,-4.59725282687675,-5.3148697417782,-5.23807876316015,-5.04644111665571,-4.81172646396595,-5.17097293187827
880,-13.6189888900909,-4.33524085918227,-5.528246689426,-5.55510592930648,-4.30140491900655,-5.41713353096354,-5.60394184142295,-4.105947437691,-4.70564366767215,-4.63519700062335,-4.43293846935707,-4.23970993900446,-4.5342519609928
880.222222222222,-13.6002995762331,-4.36260760351605,-5.57409422627155,-5.59769172998004,-4.34379020704904,-5.48435334703329,-5.66052165799257,-3.67114279706689,-4.19059017025208,-4.11321402662004,-3.91713228652653,-3.74650157055734,-3.98888405088147
880.444444444444,-13.5785705713543,-4.39062119154888,-5.62410415745062,-5.64501981206373,-4.39855578349423,-5.57636988617001,-5.74336748137434,-3.28729649032209,-3.74690927464643,-3.65735384147678,-3.48528168698562,-3.32618453773404,-3.52623463910072
880.666666666667,-13.5562666363393,-4.42056351949189,-5.67567818822396,-5.69560669298707,-4.46588966717317,-5.69034275107842,-5.85158345787501,-2.95146637806977,-3.35963514998034,-3.25978396962284,-3.12334898505383,-2.97174738475363,-3.13779079678107
880.888888888889,-13.5375116276737,-4.45298647378943,-5.72691068083161,-5.74757237958229,-4.54328133858049,-5.81768879523194,-5.97823880365003,-2.66034494772388,-3.0195690214731,-2.91509116546729,-2.81849837162317,-2.67379725742901,-2.8126251618234
881.111111111111,-13.5232764733487,-4.48758797628757,-5.7767039536901,-5.79931837952412,-4.62517654567363,-5.94622948910816,-6.11170445207136,-2.409572350147,-2.72102856561081,-2.61803188512934,-2.5598360899355,-2.42245016754935,-2.53932037641053
881.333333333333,-13.5127219973103,-4.52349225012799,-5.82449716685875,-5.84971935148344,-4.70409034903254,-6.06408560500451,-6.23915336922656,-2.19416826650435,-2.45995500335659,-2.36303723867778,-2.33844384119363,-2.20888387004165,-2.30775274511308
881.555555555556,-13.5050672000097,-4.55965149295291,-5.87001633401201,-5.89805814756231,-4.77296469136546,-6.16310592298316,-6.35033603289103,-2.00913986210094,-2.23275129740335,-2.1444798869437,-2.14712191587628,-2.02587343829033,-2.10970060920197
881.777777777778,-13.4997222786542,-4.59512516944319,-5.91312242975757,-5.94389821293978,-4.82737726078726,-6.24013319418366,-6.43968848181887,-1.84989298837774,-2.03582437063862,-1.95704833017659,-1.98011127464365,-1.86773152210999,-1.93875585875063
882,-13.4960086623621,-4.62918504317504,-5.95373270389524,-5.98697512852743,-4.86627864155708,-6.29615837231459,-6.50626170253098,-1.71241593407517,-1.86556194886664,-1.79598857914332,-1.83291260172243,-1.73004660932888,-1.7900067100755
882.222222222222,-13.4930282663617,-4.66130724685358,-5.99178321467444,-6.02712357408984,-4.89122024504192,-6.33454709764439,-6.55230089481265,-1.59331105607205,-1.71847290847427,-1.65719509951813,-1.7022078877023,-1.60940432980001,-1.65970534554537
882.444444444444,-13.4897487699873,-4.69112155477427,-6.02721203397348,-6.06423335773003,-4.9049999835195,-6.35942245530831,-6.58158111905082,-1.48974868326345,-1.59133011277181,-1.53720056972598,-1.5857796077785,-1.5031513280124,-1.54498523703556
882.666666666667,-13.4852257951355,-4.71835849514701,-6.0599521102932,-6.09822470806372,-4.91055714468299,-6.3746493230413,-6.59815117835523,-1.39939132939458,-1.48125728296099,-1.43311421256269,-1.48226838796737,-1.40921010513677,-1.4436359800157
882.888888888889,-13.4788175076478,-4.74280946290731,-6.08992827856084,-6.12903515824963,-4.91038628773942,-6.38338400383313,-6.60562763895053,-1.32031354389716,-1.3857578584083,-1.34254177585114,-1.39073428882065,-1.32593764836734,-1.35392804842694
883.111111111111,-13.4702742481808,-4.76430214392092,-6.1170557148644,-6.15661304284354,-4.90636310463115,-6.38798543210741,-6.60691706391317,-1.25092864068978,-1.30270326920576,-1.26350513321375,-1.31022146596188,-1.2520182682892,-1.27447851795942
883.333333333333,-13.459686393421,-4.78268920269389,-6.14123848739735,-6.18091462966134,-4.89978885307551,-6.39010183598678,-6.60419150004924,-1.18992608182259,-1.23029902300217,-1.19436966189921,-1.23956570702481,-1.18638250014667,-1.20415053925197
883.555555555556,-13.4473556107543,-4.79784754835508,-6.16236748096511,-6.20190317787763,-4.89151191716141,-6.39081563002614,-6.59898166302266,-1.13621978830487,-1.16704198761518,-1.13378211388907,-1.17746218269805,-1.12814591101768,-1.14198075487429
883.777777777778,-13.4336652447587,-4.80968583997604,-6.18031725178606,-6.2195489639279,-4.88205403800625,-6.39078806279714,-6.59230670647158,-1.08890623311876,-1.11167691348286,-1.08061902431679,-1.12262971430283,-1.07656326743366,-1.08712944126639
